title,publish_date,text,rank
Bitcoin Could Fall as Market Braces for Spread of Israeli-Hamas War,2023-10-10 00:00:00,"[{'summary_text': 'if we see a quick return to some form of normalcy, that would be a positive for cryptocurrencies . But for now, that looks like a less likely scenario, Kuptsikevich says .'}]",negative
Crypto Markets Slump 2% Following Hamas Attack on Israel,2023-10-09 00:00:00,"[{'summary_text': 'Bitcoin dropped 1.7% over the past 24 hours to $27,500 . Bitcoin seemed primed to challenge a two-month high above $28,400 .'}]",very negative
Why William Hinman`s Emails Matter to the XRP Army and the Crypto’s Price,2023-06-14 16:49:33.556000+00:00,"[{'summary_text': 'Ripple Labs allies have argued that the XRP blockchain was created by Jed McCaleb and Chris Larsen, working as OpenCoin, before an entity called “Ripple” even existed . In the past, Ripples has made a variety of branding and messaging changes to represent that they are not the creators . That includes changing the preferred way to discuss the token itself .'}]",neutral
Bullish Global Acquires CoinDesk from Digital Currency Group (DCG),,"[{'summary_text': 'Bullish Global has acquired CoinDesk, the integrated media, events and index platform for the future of finance, from Digital Currency Group (DCG) In October 2023, Bullish announced that it plans to launch perpetual futures trading on its regulated and compliant exchange .'}]",neutral
Bitcoin Calms Above $45K Following SEC-ETF Fiasco (Market Watch),2024-01-10 09:55:34+00:00,"[{'summary_text': 'I ETC is up by 7%, OP by 12, while LDO has soared by nearly 20% .'}]",very positive
Bitcoin Calms Above $45K Following SEC-ETF Fiasco (Market Watch),2024-01-10 09:55:34+00:00,"[{'summary_text': 'In USD terms, BTC went from $46,700 to $48,000, before dumping to $45,000 in minutes, leaving millions in liquidations . As of now, Bitcoin has calmed at around $45,500, and its dominance over the larger-cap alts is down to 52.4% .'}]",very negative
Crypto Market Suffers $218 Million In Liquidations As Bitcoin Price Rollercoasters On Fake SEC Tweet,2024-01-09 22:15:17+00:00,"[{'summary_text': 'According to Coinglass, over $56 million in Bitcoin trades have been liquidated in the past 24 hours . Over 72,000 traders were affected, with the largest single liquidation taking place on BTC/USD trade on ByBit for $6 million . The Securities and Exchange Commission (SEC)’s official X page claimed on Tuesday that approval had been granted for Bitcoin ETFs to go live on all national securities exchanges .'}]",very negative
Crypto Investors Are Extremely Greedy for the First Time Since November 2021,2024-01-09 15:52:12+00:00,"[{'summary_text': 'Crypto Fear and Greed Index currently sits at 76/100, representing a period of extreme greed among investors . The last time the crypto market sentiment slid to extreme greed was in November 2021, when BTC hit its all-time high .'}]",positive
Spot Bitcoin ETF Fees by BlackRock Revealed in New Application Amendments,2024-01-08 12:02:58+00:00,"[{'summary_text': 'A number of applicants have filed amendments to their S-1 registration statements . The latest round of changes came today, January 8th . iShares Bitcoin Trust (that of BlackRock) proposed a Sponsor Fee of 0.30% . Reported fees for other ETF applicants include: 0.25% for VanEck 0.5% for WisdomTree 2.5% for Ark/21 Shares – down from 0.8% Grayscale .'}]",neutral
Open Source Rif Wallet Launched With The Aim To Bring The Next Billion To Bitcoin,2024-01-10 12:35:40+00:00,"[{'summary_text': 'RIF Wallet is an open-source Bitcoin wallet that allows users to send, receive and store BTC alongside other tokens on Rootstock, Bitcoin’s largest and longest-running sidechain . Users can also use the wallet to interact with the various DeFi applications built on rootstock . It is available to be incorporated as a white-label solution for businesses across different sectors, including fintech and neobanks.'}]",neutral
"Spot Bitcoin ETF Not Approved Yet: Investors Brace for Impact, Reduce Positions Post-SEC Fake News",2024-01-10 14:27:53+00:00,"[{'summary_text': 'Greeks.live, a popular crypto options trading platform, said that its data’s logic diverges from the norm . The false tweets from the official SEC X handle erroneously declaring approval for all spot Bitcoin ETFs triggered considerable market volatility . Bitcoin stabilized within the range of $45,500 to $46,000 .'}]",negative
Ethereum Price & Bitcoin Minetrix Rise Despite Other Altcoins Falling,2024-01-10 13:51:43+00:00,"[{'summary_text': 'Ethereum (ETH) and Bitcoin Minetrix (BTCMTX) have bucked this trend . ETH is trading around the $2,430 level – just below last week’s high . Spot trading volume for ETH has soared 35% in the past 24 hours . This uptick in trading volume has come at the same time .'}]",positive
SEC’s Historical Approval Pattern Points to a Possible Bitcoin ETF Announcement Today,2024-01-10 12:53:29+00:00,[{'summary_text': 'Ark21’s Deadline Raises Confidence in ETF Announcement Tonight An update from QCP Capital indicates a high chance of an announcement tonight . The ARK 21Shares Bitcoin ETF filed Form 8-A with the SEC on January 4th to register its shares as securities listed on the Cboe BZX Exchange . This is the day following the deadline for approving or denying Ark’s proposal .'}],neutral
Experts Guess If Spot Bitcoin ETF Will Be a Buy or Sell-The-News Event,2024-01-10 11:12:44+00:00,[{'summary_text': 'It is not a matter of if but when the SEC will finally greenlight them . Investors Business Daily reported Tuesday: “Regulatory approval of spot bitcoin ETFs is likely in the next few days” Another important question for cryptocurrency markets is whether official approval will be a buy or sell-the-news event for Bitcoin prices . Expectations of a round of Bitcoin exchange-traded fund approvals have run high for weeks .'}],positive
Experts Guess If Spot Bitcoin ETF Will Be a Buy or Sell-The-News Event,2024-01-10 11:12:44+00:00,[{'summary_text': 'Meme Kombat (MK) and Sponge V2 (SPONGEV2) are also gaining market traction ahead of official listings in the coming weeks . Some market commentators attribute BONK’s resilience to the fact it is hosted on Solana rather than Ethereum .'}],positive
"Bonk Defies Market Slump to Rise Another 18%, Meme Kombat & Sponge Also Post Gains",2024-01-10 10:23:46+00:00,"[{'summary_text': 'Dogecoin (DOGE) and Shiba Inu (SHIB) are both down significantly, while Floki Inu has been the worst hit with an 18% loss .'}]",negative
"X Confirms SEC Account Hacked Through Compromised Phone Number, No 2FA",2024-01-10 08:24:02+00:00,"[{'summary_text': 'The agency’s X account was compromised, and an announcement was made that spot Bitcoin ETFs have been approved. Based on our investigation, the compromise was not due to any breach of X’s systems, but rather due to an unidentified individual obtaining control over a phone number associated with the SEC account through a third party.'}]",negative
"CoinShares Reports $2.3 Billion Inflows Since Grayscale vs SEC Lawsuit, 4.4% of AuM",2024-01-10 06:24:14+00:00,"[{'summary_text': 'Bitcoin ETF not ‘Buy The Rumor Sell The News’ According to CoinShares’ latest report, there have been outflows totaling $7 million over the past nine weeks . In addition, short-bitcoin ETPs witnessed outflow amounts to $1 million in the first week of the year .'}]",neutral
Spot Bitcoin ETF Approval Faces Potential Delay Due to This Clause,2024-01-10 04:15:12+00:00,"[{'summary_text': 'SEC’s Procedural Clause This procedural nuance could potentially delay approval of a spot Bitcoin ETF . Current SEC commissioners are Gensler, Crenshaw, Peirce, Lizárraga, and Uyeda . Eleanor Terrett’s revelation was in response to a tweet by Anne Kelley .'}]",negative
Spot Bitcoin ETF Approval Faces Potential Delay Due to This Clause,2024-01-10 04:15:12+00:00,"[{'summary_text': 'Bitcoin’s share rose to 32%, a level not seen since 2020 .'}]",very positive
"Privacy Token Liquidity Hits Record Low of $5 Million Amid Market Volatility, Report",2024-01-09 23:10:08+00:00,[{'summary_text': 'The liquidity for privacy tokens has plummeted to an all-time low of just $5 million . This drop follows the delisting of several trading pairs by OKX for not meeting certain criteria ..'}],very negative
Fake News: SEC Has Not Yet Approved Bitcoin Spot ETFs Despite Agency Tweet,2024-01-09 21:45:12+00:00,"[{'summary_text': 'The Securities and Exchange Commission (SEC) has approved for Bitcoin ETFs to be listed on all national securities exchanges in the United States . However, a later post from SEC chairman Gary Gensler clarified that the announcement was fake . In an SEC post to X, the agency claimed that approvals had gone through and that they would provide investors with efficient access to digital assets within a regulated framework .'}]",negative
Spot Bitcoin ETF Approval Is Inevitable: Former SEC Chair,2024-01-09 21:26:09+00:00,"[{'summary_text': 'Jay Claton believes the SEC’s approval of a spot Bitcoin exchange-traded fund (ETF) is inevitable . The former SEC chair explained that the Bitcoin trading market had gotten better than it was five years ago when participants were involved in wash sales, laddering, and all sorts of activities that could not be made available to the general public because of risk . Clayton said the Bitcoin ETF approval is a significant development for the financial sector .'}]",positive
Bitcoin’s Dip Below $43k Sparked Aggressive Buying from Large Holders: Report,2024-01-09 19:48:17+00:00,"[{'summary_text': 'Bitcoin’s USD value saw a rapid decline from $45,400 to $40,400 in a matter of hours . This downturn triggered the third-highest volume of long liquidations since the bear market reached its lowest point in November 2022 .'}]",very negative
"90% of Bitcoin Addresses Are in Profit After Swift Recovery Past $46,000: ITB",2024-01-09 17:29:23+00:00,[{'summary_text': '90% of Bitcoin addresses are in profit even as the crypto asset is over 31% down from its all-time high . The notable increase in profitable Bitcoin addresses might act as an incentive for holders to consider the possibility of selling their assets . Bitcoin is nearing the coveted $50k owing to the excitement over the first spot Bitcoin ETF in the United States .'}],positive
